ConclDir;ConclQ;breaktype;code;correctness;datetime;givenanswer;givenanswertext;nouns;ordering;ordertext;p1;p2;sequence;syllog;time;validConclusions;vpid;cid
CA;I;calculations;QKAHZX;0;2016-07-05T06:36:00-04:00;8;8: Some bakers are sculptors;sculptors,gamblers,bakers;7;Oq,Iq,Aq,Eq;Premise 1: All sculptors are gamblers;Premise 2: Some bakers are not gamblers;45;AO3;13002;Oca;143;QKAHZX
CA;I;calculations;BMEPPF;0;2016-07-05T06:36:02-04:00;7;7: Some brokers are agents;agents,secretaries,brokers;4;Iq,Oq,Aq,Eq;Premise 1: Some agents are not secretaries;Premise 2: All brokers are secretaries;13;OA3;2579;Oac;164;BMEPPF
CA;I;calculations;PWHNDI;0;2016-07-05T06:36:02-04:00;7;7: Some pilots are singers;singers,tailors,pilots;4;Iq,Oq,Aq,Eq;Premise 1: Some singers are tailors;Premise 2: All pilots are tailors;15;IA3;49721;NVC;140;PWHNDI
CA;O;calculations;BMEPPF;0;2016-07-05T06:36:06-04:00;8;8: Some miners are not poets;poets,skaters,miners;4;Iq,Oq,Aq,Eq;Premise 1: Some poets are skaters;Premise 2: No skaters are miners;14;IE1;2195;Oac;164;BMEPPF
NVC;NVC;default;BABSBC;0;2016-07-05T06:36:16-04:00;-1;Space: No conclusion is possible;cyclists,buyers,students;4;Iq,Oq,Aq,Eq;Premise 1: Some cyclists are buyers;Premise 2: No buyers are students;45;IE1;16886;Oac;148;BABSBC
NVC;NVC;images;XRURAU;1;2016-07-05T05:34:57-05:00;-1;Space: No conclusion is possible;editors,florists,soldiers;3;Eq,Oq,Iq,Aq;Premise 1: No florists are editors;Premise 2: Some florists are not soldiers;45;EO4;6200;NVC;155;XRURAU
CA;E;images;WPNNCK;1;2016-07-05T06:36:10-04:00;0;0: No cashiers are waiters;waiters,poets,cashiers;7;Oq,Iq,Aq,Eq;Premise 1: All waiters are poets;Premise 2: No cashiers are poets;9;AE3;37752;Eac,Eca,Oac,Oca;159;WPNNCK
AC;O;calculations;BMEPPF;0;2016-07-05T06:36:10-04:00;2;2: Some nurses are not drillers;nurses,actors,drillers;4;Iq,Oq,Aq,Eq;Premise 1: No actors are nurses;Premise 2: No actors are drillers;15;EE4;2245;NVC;164;BMEPPF
AC;E;calculations;XAFJAH;1;2016-07-05T05:36:08-05:00;3;3: No poets are miners;poets,skaters,miners;6;Oq,Iq,Eq,Aq;Premise 1: All poets are skaters;Premise 2: No skaters are miners;46;AE1;11417;Eac,Eca,Oac,Oca;142;XAFJAH
AC;I;images;XRURAU;0;2016-07-05T05:35:06-05:00;3;3: Some models are clerks;models,managers,clerks;3;Eq,Oq,Iq,Aq;Premise 1: Some models are managers;Premise 2: All clerks are managers;46;IA3;6906;NVC;155;XRURAU
NVC;NVC;default;BABSBC;1;2016-07-05T06:36:30-04:00;-1;Space: No conclusion is possible;doctors,climbers,tellers;4;Iq,Oq,Aq,Eq;Premise 1: No climbers are doctors;Premise 2: Some tellers are not climbers;46;EO2;12663;NVC;148;BABSBC
NVC;NVC;images;XRURAU;1;2016-07-05T05:35:11-05:00;-1;Space: No conclusion is possible;nurses,actors,drillers;3;Eq,Oq,Iq,Aq;Premise 1: Some nurses are not actors;Premise 2: Some drillers are not actors;47;OO3;4011;NVC;155;XRURAU
NVC;NVC;calculations;QKAHZX;1;2016-07-05T06:36:25-04:00;-1;Space: No conclusion is possible;assistants,scholars,farmers;7;Oq,Iq,Aq,Eq;Premise 1: No scholars are assistants;Premise 2: No farmers are scholars;46;EE2;22656;NVC;143;QKAHZX
NVC;NVC;images;XRURAU;1;2016-07-05T05:35:15-05:00;-1;Space: No conclusion is possible;poets,cashiers,waiters;3;Eq,Oq,Iq,Aq;Premise 1: Some cashiers are not poets;Premise 2: Some cashiers are waiters;48;OI4;1820;NVC;155;XRURAU
NVC;NVC;default;BABSBC;1;2016-07-05T06:36:39-04:00;-1;Space: No conclusion is possible;planners,surfers,artists;4;Iq,Oq,Aq,Eq;Premise 1: Some surfers are not planners;Premise 2: Some surfers are artists;47;OI4;7071;NVC;148;BABSBC
AC;A;calculations;XAFJAH;0;2016-07-05T05:36:29-05:00;4;4: All divers are linguists;divers,carpenters,linguists;6;Oq,Iq,Eq,Aq;Premise 1: All carpenters are divers;Premise 2: All linguists are carpenters;47;AA2;19174;Aca,Iac,Ica;142;XAFJAH
AC;I;calculations;BMEPPF;0;2016-07-05T06:36:36-04:00;1;1: Some doctors are tellers;doctors,climbers,tellers;4;Iq,Oq,Aq,Eq;Premise 1: All climbers are doctors;Premise 2: No tellers are climbers;16;AE2;2560;Oac;164;BMEPPF
AC;O;images;XRURAU;0;2016-07-05T05:35:24-05:00;2;2: Some lawyers are not hunters;lawyers,athletes,hunters;3;Eq,Oq,Iq,Aq;Premise 1: No lawyers are athletes;Premise 2: Some athletes are hunters;49;EI1;5149;Oca;155;XRURAU
NVC;NVC;calculations;TPWJEW;1;2016-07-05T06:36:36-04:00;-1;Space: No conclusion is possible;doctors,tellers,climbers;0;Aq,Iq,Oq,Eq;Premise 1: No tellers are doctors;Premise 2: Some climbers are not tellers;28;EO2;48357;NVC;136;TPWJEW
NVC;NVC;images;WPNNCK;1;2016-07-05T06:36:45-04:00;-1;Space: No conclusion is possible;assistants,scholars,farmers;7;Oq,Iq,Aq,Eq;Premise 1: All assistants are scholars;Premise 2: All farmers are scholars;10;AA3;33585;NVC;159;WPNNCK
CA;O;calculations;PWHNDI;0;2016-07-05T06:36:45-04:00;8;8: Some skaters are not climbers;climbers,therapists,skaters;4;Iq,Oq,Aq,Eq;Premise 1: Some therapists are not climbers;Premise 2: Some therapists are not skaters;16;OO4;41033;NVC;140;PWHNDI
AC;I;calculations;XAFJAH;0;2016-07-05T05:36:46-05:00;2;2: Some investors are jugglers;investors,barbers,jugglers;6;Oq,Iq,Eq,Aq;Premise 1: No investors are barbers;Premise 2: Some jugglers are barbers;48;EI3;10810;Oca;142;XAFJAH
AC;O;calculations;QKAHZX;1;2016-07-05T06:36:54-04:00;1;1: Some poets are not skaters;poets,miners,skaters;7;Oq,Iq,Aq,Eq;Premise 1: Some poets are miners;Premise 2: No skaters are miners;47;IE3;27293;Oac;143;QKAHZX
AC;O;calculations;BMEPPF;0;2016-07-05T06:36:53-04:00;2;2: Some scholars are not farmers;scholars,assistants,farmers;4;Iq,Oq,Aq,Eq;Premise 1: Some scholars are assistants;Premise 2: All assistants are farmers;17;IA1;15516;Iac,Ica;164;BMEPPF
CA;O;calculations;BMEPPF;0;2016-07-05T06:36:57-04:00;8;8: Some butchers are not packers;packers,tutors,butchers;4;Iq,Oq,Aq,Eq;Premise 1: Some packers are not tutors;Premise 2: No butchers are tutors;18;OE3;1262;NVC;164;BMEPPF
NVC;NVC;default;BABSBC;0;2016-07-05T06:37:07-04:00;-1;Space: No conclusion is possible;therapists,climbers,skaters;4;Iq,Oq,Aq,Eq;Premise 1: Some climbers are not therapists;Premise 2: All climbers are skaters;48;OA4;25398;Oca;148;BABSBC
AC;E;calculations;BMEPPF;0;2016-07-05T06:37:00-04:00;4;4: No swimmers are cooks;swimmers,mayors,cooks;4;Iq,Oq,Aq,Eq;Premise 1: Some mayors are not swimmers;Premise 2: Some mayors are not cooks;19;OO4;1600;NVC;164;BMEPPF
AC;O;calculations;BMEPPF;0;2016-07-05T06:37:03-04:00;2;2: Some boxers are not actuaries;boxers,opticians,actuaries;4;Iq,Oq,Aq,Eq;Premise 1: Some opticians are boxers;Premise 2: Some opticians are not actuaries;20;IO4;1982;NVC;164;BMEPPF
CA;O;images;VPVQXK;0;2016-07-05T06:37:03-04:00;7;7: Some opticians are not actuaries;actuaries,boxers,opticians;6;Oq,Iq,Eq,Aq;Premise 1: Some boxers are not actuaries;Premise 2: Some opticians are boxers;7;OI2;103614;NVC;158;VPVQXK
AC;I;calculations;XAFJAH;0;2016-07-05T05:37:02-05:00;2;2: Some drivers are hikers;drivers,writers,hikers;6;Oq,Iq,Eq,Aq;Premise 1: Some drivers are writers;Premise 2: All hikers are writers;49;IA3;14050;NVC;142;XAFJAH
NVC;NVC;default;BABSBC;1;2016-07-05T06:37:13-04:00;-1;Space: No conclusion is possible;teachers,bankers,golfers;4;Iq,Oq,Aq,Eq;Premise 1: Some bankers are teachers;Premise 2: Some bankers are not golfers;49;IO4;4723;NVC;148;BABSBC
CA;I;calculations;BMEPPF;0;2016-07-05T06:37:07-04:00;7;7: Some campers are engineers;engineers,fencers,campers;4;Iq,Oq,Aq,Eq;Premise 1: No engineers are fencers;Premise 2: All fencers are campers;21;EA1;1989;Oca;164;BMEPPF
AC;O;calculations;BMEPPF;0;2016-07-05T06:37:13-04:00;2;2: Some pilots are not tailors;pilots,singers,tailors;4;Iq,Oq,Aq,Eq;Premise 1: All pilots are singers;Premise 2: Some singers are not tailors;22;AO1;4527;NVC;164;BMEPPF
AC;A;calculations;XAFJAH;0;2016-07-05T05:37:13-05:00;4;4: All architects are designers;architects,trainers,designers;6;Oq,Iq,Eq,Aq;Premise 1: All trainers are architects;Premise 2: All trainers are designers;50;AA4;9136;Iac,Ica;142;XAFJAH
CA;E;images;VPVQXK;1;2016-07-05T06:37:15-04:00;9;9: No poets are waiters;waiters,cashiers,poets;6;Oq,Iq,Eq,Aq;Premise 1: All waiters are cashiers;Premise 2: No poets are cashiers;8;AE3;9496;Eac,Eca,Oac,Oca;158;VPVQXK
NVC;NVC;default;BABSBC;1;2016-07-05T06:37:26-04:00;-1;Space: No conclusion is possible;actors,drillers,nurses;4;Iq,Oq,Aq,Eq;Premise 1: Some drillers are actors;Premise 2: Some drillers are nurses;50;II4;10604;NVC;148;BABSBC
CA;I;calculations;BMEPPF;0;2016-07-05T06:37:23-04:00;7;7: Some analysts are novelists;novelists,travelers,analysts;4;Iq,Oq,Aq,Eq;Premise 1: No novelists are travelers;Premise 2: Some travelers are not analysts;23;EO1;8192;NVC;164;BMEPPF
CA;O;calculations;QKAHZX;1;2016-07-05T06:37:27-04:00;7;7: Some tellers are not climbers;climbers,doctors,tellers;7;Oq,Iq,Aq,Eq;Premise 1: No climbers are doctors;Premise 2: Some doctors are tellers;48;EI1;31044;Oca;143;QKAHZX
AC;O;calculations;XAFJAH;0;2016-07-05T05:37:23-05:00;1;1: Some skaters are not climbers;skaters,therapists,climbers;6;Oq,Iq,Eq,Aq;Premise 1: Some skaters are therapists;Premise 2: Some therapists are not climbers;51;IO1;8250;NVC;142;XAFJAH
NVC;NVC;images;WPNNCK;0;2016-07-05T06:37:30-04:00;-1;Space: No conclusion is possible;miners,poets,skaters;7;Oq,Iq,Aq,Eq;Premise 1: Some poets are miners;Premise 2: No poets are skaters;11;IE4;42941;Oac;159;WPNNCK
AC;O;calculations;BMEPPF;0;2016-07-05T06:37:33-04:00;2;2: Some golfers are not bankers;golfers,teachers,bankers;4;Iq,Oq,Aq,Eq;Premise 1: Some teachers are not golfers;Premise 2: No bankers are teachers;24;OE2;5531;NVC;164;BMEPPF
AC;O;calculations;BMEPPF;0;2016-07-05T06:37:44-04:00;2;2: Some counselors are not joggers;counselors,riders,joggers;4;Iq,Oq,Aq,Eq;Premise 1: Some riders are not counselors;Premise 2: All riders are joggers;25;OA4;8888;Oca;164;BMEPPF
NVC;NVC;default;BABSBC;1;2016-07-05T06:37:53-04:00;-1;Space: No conclusion is possible;writers,hikers,drivers;4;Iq,Oq,Aq,Eq;Premise 1: Some writers are not hikers;Premise 2: All hikers are drivers;51;OA1;25310;NVC;148;BABSBC
NVC;NVC;images;WPNNCK;1;2016-07-05T06:37:47-04:00;-1;Space: No conclusion is possible;drillers,nurses,actors;7;Oq,Iq,Aq,Eq;Premise 1: No nurses are drillers;Premise 2: No nurses are actors;12;EE4;14871;NVC;159;WPNNCK
CA;E;calculations;TPWJEW;0;2016-07-05T06:37:42-04:00;0;0: No cooks are mayors;mayors,swimmers,cooks;0;Aq,Iq,Oq,Eq;Premise 1: Some swimmers are not mayors;Premise 2: No swimmers are cooks;29;OE4;64536;NVC;136;TPWJEW
CA;I;calculations;QKAHZX;0;2016-07-05T06:37:48-04:00;8;8: Some managers are clerks;clerks,models,managers;7;Oq,Iq,Aq,Eq;Premise 1: Some models are clerks;Premise 2: All managers are models;49;IA2;19951;NVC;143;QKAHZX
AC;A;calculations;QKAHZX;0;2016-07-05T06:37:54-04:00;3;3: All teachers are bankers;teachers,golfers,bankers;7;Oq,Iq,Aq,Eq;Premise 1: All golfers are teachers;Premise 2: All golfers are bankers;50;AA4;3589;Iac,Ica;143;QKAHZX
AC;E;calculations;XAFJAH;0;2016-07-05T05:37:51-05:00;3;3: No climbers are doctors;climbers,tellers,doctors;6;Oq,Iq,Eq,Aq;Premise 1: No climbers are tellers;Premise 2: Some tellers are not doctors;52;EO1;25929;NVC;142;XAFJAH
CA;O;calculations;BMEPPF;0;2016-07-05T06:37:57-04:00;8;8: Some managers are not clerks;clerks,models,managers;4;Iq,Oq,Aq,Eq;Premise 1: Some models are not clerks;Premise 2: Some models are managers;26;OI4;10930;NVC;164;BMEPPF
AC;O;calculations;BMEPPF;0;2016-07-05T06:38:01-04:00;2;2: Some potters are not chemists;potters,sailors,chemists;4;Iq,Oq,Aq,Eq;Premise 1: Some potters are sailors;Premise 2: All chemists are sailors;27;IA3;1754;NVC;164;BMEPPF
AC;O;images;VPVQXK;0;2016-07-05T06:38:02-04:00;1;1: Some tutors are not butchers;tutors,packers,butchers;6;Oq,Iq,Eq,Aq;Premise 1: No tutors are packers;Premise 2: Some packers are not butchers;9;EO1;44348;NVC;158;VPVQXK
AC;A;calculations;KOZHPC;0;2016-07-05T05:38:02-05:00;3;3: All secretaries are agents;secretaries,agents,brokers;7;Oq,Iq,Aq,Eq;Premise 1: All secretaries are agents;NA;0;A_1;4948;NVC;167;KOZHPC
NVC;NVC;default;BABSBC;0;2016-07-05T06:38:18-04:00;-1;Space: No conclusion is possible;florists,editors,soldiers;4;Iq,Oq,Aq,Eq;Premise 1: All editors are florists;Premise 2: No soldiers are editors;52;AE2;23298;Oac;148;BABSBC
AC;E;calculations;XAFJAH;0;2016-07-05T05:38:07-05:00;3;3: No engineers are fencers;engineers,campers,fencers;6;Oq,Iq,Eq,Aq;Premise 1: No campers are engineers;Premise 2: Some campers are fencers;53;EI4;14826;Oca;142;XAFJAH
CA;E;images;WPNNCK;0;2016-07-05T06:38:12-04:00;0;0: No opticians are boxers;boxers,actuaries,opticians;7;Oq,Iq,Aq,Eq;Premise 1: All actuaries are boxers;Premise 2: No opticians are actuaries;13;AE2;23339;Oac;159;WPNNCK
AC;E;calculations;KOZHPC;0;2016-07-05T05:38:09-05:00;4;4: No bakers are sculptors;bakers,sculptors,gamblers;7;Oq,Iq,Aq,Eq;Premise 1: No bakers are sculptors;NA;1;E_1;4676;NVC;167;KOZHPC
AC;O;calculations;BMEPPF;0;2016-07-05T06:38:23-04:00;2;2: Some workers are not actors;workers,painters,actors;4;Iq,Oq,Aq,Eq;Premise 1: All workers are painters;Premise 2: All actors are painters;28;AA3;20892;NVC;164;BMEPPF
AC;I;calculations;KOZHPC;0;2016-07-05T05:38:18-05:00;2;2: Some packers are tutors;packers,tutors,butchers;7;Oq,Iq,Aq,Eq;Premise 1: Some packers are tutors;NA;2;I_1;7485;NVC;167;KOZHPC
AC;E;images;WPNNCK;0;2016-07-05T06:38:27-04:00;4;4: No bankers are golfers;bankers,teachers,golfers;7;Oq,Iq,Aq,Eq;Premise 1: No bankers are teachers;Premise 2: No teachers are golfers;14;EE1;12622;NVC;159;WPNNCK
AC;I;default;BABSBC;1;2016-07-05T06:38:35-04:00;1;1: Some hunters are athletes;hunters,lawyers,athletes;4;Iq,Oq,Aq,Eq;Premise 1: Some hunters are lawyers;Premise 2: All lawyers are athletes;53;IA1;15166;Iac,Ica;148;BABSBC
AC;O;calculations;KOZHPC;0;2016-07-05T05:38:23-05:00;1;1: Some actors are not nurses;actors,nurses,drillers;7;Oq,Iq,Aq,Eq;Premise 1: Some actors are not nurses;NA;3;O_1;3036;NVC;167;KOZHPC
NVC;NVC;calculations;PWHNDI;1;2016-07-05T06:38:29-04:00;-1;Space: No conclusion is possible;swimmers,mayors,cooks;4;Iq,Oq,Aq,Eq;Premise 1: Some mayors are not swimmers;Premise 2: No mayors are cooks;17;OE4;102640;NVC;140;PWHNDI
CA;O;calculations;QKAHZX;0;2016-07-05T06:38:33-04:00;7;7: Some campers are not fencers;fencers,engineers,campers;7;Oq,Iq,Aq,Eq;Premise 1: No engineers are fencers;Premise 2: Some engineers are not campers;51;EO4;37507;NVC;143;QKAHZX
AC;O;images;XRURAU;1;2016-07-05T05:37:16-05:00;2;2: Some cleaners are not painters;cleaners,auditors,painters;3;Eq,Oq,Iq,Aq;Premise 1: All auditors are cleaners;Premise 2: Some auditors are not painters;50;AO4;110835;Oac;155;XRURAU
AC;E;calculations;XAFJAH;0;2016-07-05T05:38:32-05:00;3;3: No actuaries are opticians;actuaries,boxers,opticians;6;Oq,Iq,Eq,Aq;Premise 1: Some actuaries are not boxers;Premise 2: No boxers are opticians;54;OE1;23265;NVC;142;XAFJAH
CA;O;calculations;BMEPPF;0;2016-07-05T06:38:40-04:00;8;8: Some brewers are not porters;porters,judges,brewers;4;Iq,Oq,Aq,Eq;Premise 1: Some porters are judges;Premise 2: Some judges are not brewers;29;IO1;15184;NVC;164;BMEPPF
AC;O;calculations;TPWJEW;0;2016-07-05T06:38:35-04:00;3;3: Some drivers are not writers;drivers,hikers,writers;0;Aq,Iq,Oq,Eq;Premise 1: Some drivers are hikers;Premise 2: Some hikers are not writers;30;IO1;51108;NVC;136;TPWJEW
AC;A;images;XRURAU;0;2016-07-05T05:37:24-05:00;4;4: All agents are brokers;agents,secretaries,brokers;3;Eq,Oq,Iq,Aq;Premise 1: All agents are secretaries;Premise 2: All brokers are secretaries;51;AA3;6270;NVC;155;XRURAU
CA;O;calculations;QKAHZX;0;2016-07-05T06:38:43-04:00;7;7: Some chemists are not sailors;sailors,potters,chemists;7;Oq,Iq,Aq,Eq;Premise 1: Some potters are not sailors;Premise 2: Some chemists are potters;52;OI2;9033;NVC;143;QKAHZX
AC;I;calculations;BMEPPF;0;2016-07-05T06:38:46-04:00;1;1: Some lifeguards are dentists;lifeguards,plumbers,dentists;4;Iq,Oq,Aq,Eq;Premise 1: All plumbers are lifeguards;Premise 2: No plumbers are dentists;30;AE4;3544;Oac;164;BMEPPF
AC;O;images;WPNNCK;0;2016-07-05T06:38:46-04:00;1;1: Some divers are not carpenters;divers,linguists,carpenters;7;Oq,Iq,Aq,Eq;Premise 1: All divers are linguists;Premise 2: Some linguists are not carpenters;15;AO1;17576;NVC;159;WPNNCK
AC;E;calculations;XAFJAH;0;2016-07-05T05:38:45-05:00;3;3: No painters are workers;painters,actors,workers;6;Oq,Iq,Eq,Aq;Premise 1: No actors are painters;Premise 2: Some workers are actors;55;EI2;10449;Oca;142;XAFJAH
NVC;NVC;default;BABSBC;0;2016-07-05T06:38:57-04:00;-1;Space: No conclusion is possible;clerks,models,managers;4;Iq,Oq,Aq,Eq;Premise 1: All models are clerks;Premise 2: No models are managers;54;AE4;20479;Oac;148;BABSBC
AC;E;images;XRURAU;1;2016-07-05T05:37:33-05:00;1;1: No painters are actors;painters,workers,actors;3;Eq,Oq,Iq,Aq;Premise 1: No workers are painters;Premise 2: All actors are workers;52;EA2;6665;Eac,Eca,Oac,Oca;155;XRURAU
NVC;NVC;calculations;QKAHZX;1;2016-07-05T06:38:59-04:00;-1;Space: No conclusion is possible;pilots,tailors,singers;7;Oq,Iq,Aq,Eq;Premise 1: No pilots are tailors;Premise 2: No tailors are singers;53;EE1;13540;NVC;143;QKAHZX
NVC;NVC;images;WPNNCK;0;2016-07-05T06:38:59-04:00;-1;Space: No conclusion is possible;analysts,novelists,travelers;7;Oq,Iq,Aq,Eq;Premise 1: No novelists are analysts;Premise 2: Some novelists are travelers;16;EI4;10768;Oca;159;WPNNCK
NVC;NVC;default;BABSBC;1;2016-07-05T06:39:08-04:00;-1;Space: No conclusion is possible;potters,sailors,chemists;4;Iq,Oq,Aq,Eq;Premise 1: All potters are sailors;Premise 2: Some sailors are not chemists;55;AO1;8944;NVC;148;BABSBC
AC;O;calculations;BMEPPF;0;2016-07-05T06:39:00-04:00;2;2: Some florists are not soldiers;florists,editors,soldiers;4;Iq,Oq,Aq,Eq;Premise 1: Some editors are florists;Premise 2: Some soldiers are editors;31;II2;12888;NVC;164;BMEPPF
AC;A;calculations;KOZHPC;1;2016-07-05T05:38:56-05:00;3;3: All florists are soldiers;florists,editors,soldiers;7;Oq,Iq,Aq,Eq;Premise 1: All florists are editors;Premise 2: All editors are soldiers;0;AA1;9835;Aac,Iac,Ica;167;KOZHPC
AC;O;images;XRURAU;0;2016-07-05T05:37:48-05:00;2;2: Some jugglers are not investors;jugglers,barbers,investors;3;Eq,Oq,Iq,Aq;Premise 1: Some jugglers are not barbers;Premise 2: No barbers are investors;53;OE1;13496;NVC;155;XRURAU
AC;O;calculations;BMEPPF;0;2016-07-05T06:39:07-04:00;2;2: Some editors are not soldiers;editors,florists,soldiers;4;Iq,Oq,Aq,Eq;Premise 1: No florists are editors;Premise 2: Some florists are soldiers;32;EI4;5521;Oca;164;BMEPPF
NVC;NVC;default;BABSBC;1;2016-07-05T06:39:17-04:00;-1;Space: No conclusion is possible;assistants,scholars,farmers;4;Iq,Oq,Aq,Eq;Premise 1: Some assistants are not scholars;Premise 2: Some scholars are farmers;56;OI1;6953;NVC;148;BABSBC
CA;I;calculations;XAFJAH;0;2016-07-05T05:39:09-05:00;8;8: Some travelers are novelists;novelists,analysts,travelers;6;Oq,Iq,Eq,Aq;Premise 1: Some analysts are not novelists;Premise 2: Some travelers are not analysts;56;OO2;22734;NVC;142;XAFJAH
CA;O;calculations;PWHNDI;0;2016-07-05T06:39:10-04:00;8;8: Some waiters are not poets;poets,cashiers,waiters;4;Iq,Oq,Aq,Eq;Premise 1: Some cashiers are not poets;Premise 2: Some waiters are cashiers;18;OI2;27373;NVC;140;PWHNDI
NVC;NVC;images;XRURAU;1;2016-07-05T05:37:59-05:00;-1;Space: No conclusion is possible;judges,brewers,porters;3;Eq,Oq,Iq,Aq;Premise 1: No judges are brewers;Premise 2: No brewers are porters;54;EE1;9516;NVC;155;XRURAU
AC;I;images;WPNNCK;1;2016-07-05T06:39:17-04:00;2;2: Some surfers are artists;surfers,planners,artists;7;Oq,Iq,Aq,Eq;Premise 1: Some surfers are planners;Premise 2: All planners are artists;17;IA1;16393;Iac,Ica;159;WPNNCK
AC;O;images;XRURAU;0;2016-07-05T05:38:06-05:00;2;2: Some linguists are not carpenters;linguists,divers,carpenters;3;Eq,Oq,Iq,Aq;Premise 1: Some divers are not linguists;Premise 2: All divers are carpenters;55;OA4;5025;Oca;155;XRURAU
AC;O;calculations;BMEPPF;0;2016-07-05T06:39:25-04:00;2;2: Some cyclists are not students;cyclists,buyers,students;4;Iq,Oq,Aq,Eq;Premise 1: Some cyclists are buyers;Premise 2: Some buyers are students;33;II1;2948;NVC;164;BMEPPF
AC;E;calculations;KOZHPC;1;2016-07-05T05:39:18-05:00;4;4: No campers are engineers;campers,fencers,engineers;7;Oq,Iq,Aq,Eq;Premise 1: No campers are fencers;Premise 2: All engineers are fencers;1;EA3;20636;Eac,Eca,Oac,Oca;167;KOZHPC
NVC;NVC;images;WPNNCK;1;2016-07-05T06:39:27-04:00;-1;Space: No conclusion is possible;students,cyclists,buyers;7;Oq,Iq,Aq,Eq;Premise 1: No cyclists are students;Premise 2: Some buyers are not cyclists;18;EO2;7587;NVC;159;WPNNCK
AC;I;default;BABSBC;1;2016-07-05T06:39:36-04:00;1;1: Some opticians are boxers;opticians,actuaries,boxers;4;Iq,Oq,Aq,Eq;Premise 1: All actuaries are opticians;Premise 2: All actuaries are boxers;57;AA4;18208;Iac,Ica;148;BABSBC
CA;I;calculations;BMEPPF;0;2016-07-05T06:39:30-04:00;7;7: Some carpenters are linguists;linguists,divers,carpenters;4;Iq,Oq,Aq,Eq;Premise 1: No divers are linguists;Premise 2: Some divers are not carpenters;34;EO4;3588;NVC;164;BMEPPF
CA;O;calculations;XAFJAH;0;2016-07-05T05:39:28-05:00;7;7: Some cyclists are not buyers;buyers,students,cyclists;6;Oq,Iq,Eq,Aq;Premise 1: All students are buyers;Premise 2: Some cyclists are not students;57;AO2;17216;NVC;142;XAFJAH
AC;O;calculations;BMEPPF;0;2016-07-05T06:39:33-04:00;2;2: Some therapists are not skaters;therapists,climbers,skaters;4;Iq,Oq,Aq,Eq;Premise 1: Some therapists are not climbers;Premise 2: No climbers are skaters;35;OE1;1235;NVC;164;BMEPPF
AC;O;calculations;QKAHZX;0;2016-07-05T06:39:33-04:00;1;1: Some athletes are not hunters;athletes,lawyers,hunters;7;Oq,Iq,Aq,Eq;Premise 1: Some lawyers are not athletes;Premise 2: No hunters are lawyers;54;OE2;32645;NVC;143;QKAHZX
